customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
2623-DRYAM,Female,0,Yes,No,70,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",101.75,7069.3,No
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",84.45,6033.1,No
9743-DQKQW,Male,0,No,No,3,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.1,79.8,No
0699-NDKJM,Female,0,Yes,No,57,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",58.75,3437.45,No
5066-GFJMM,Female,0,Yes,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.9,45.75,No
5451-YHYPW,Female,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",115.75,8443.7,No
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",78.15,765.15,No
0562-HKHML,Male,0,Yes,Yes,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",23.9,1626.4,No
0691-NIKRI,Female,0,No,No,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",105.95,4335.2,No
0898-XCGTF,Male,0,Yes,No,61,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",96.5,5673.7,No
4990-ALDGW,Male,0,No,No,57,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.75,1118.8,No
8272-ONJLV,Male,0,No,No,12,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",No,"Electronic check",95.7,1184,No
4480-MBMLB,Female,0,No,No,36,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",104.8,3886.45,No
1471-GIQKQ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",49.95,49.95,No
9337-SRRNI,Male,0,No,Yes,66,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.3,1673.8,No
1077-HUUJM,Female,0,No,Yes,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.05,472.65,No
7878-JGDKK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",44.55,220.75,No
7968-QUXNS,Male,0,No,No,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",18.95,110.15,No
1307-TVUFB,Male,1,No,No,42,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.35,3344.1,No
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",109.9,7332.4,No
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,"One year",No,"Electronic check",61.55,1581.95,No
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",No,"Bank transfer (automatic)",97,6430.9,No
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",107.5,3242.5,No
0224-NIJLP,Male,0,Yes,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.15,165.5,No
8838-GPHZP,Female,0,No,No,63,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.6,1298.7,No
8645-KOMJQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",81.95,5601.4,No
6738-ISCBM,Male,0,No,No,44,No,"No phone service",DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",54,2440.25,No
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.4,1417.9,No
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",90.6,1020.2,No
6923-JHPMP,Female,0,No,No,2,Yes,No,"Fiber optic",Yes,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",80.45,137.1,No
9334-GWGOW,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.85,485.25,No
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,"Mailed check",70.5,829.3,No
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",51.8,1023.85,No
1635-HDGFT,Female,0,No,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.5,398.55,No
2424-WVHPL,Male,1,No,No,1,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",74.7,74.7,No
5043-TRZWM,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",75.55,75.55,No
5256-SKJGO,Female,0,Yes,Yes,64,No,"No phone service",DSL,No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",54.6,3423.5,No
9880-TDQAC,Female,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",60,4264,No
8990-YOZLV,Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"Two year",Yes,"Mailed check",66.9,4577.9,No
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.9,19.9,No
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.9,4422.95,No
3522-CDKHF,Female,0,Yes,No,32,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.5,2324.7,No
8311-UEUAB,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,"Two year",Yes,"Electronic check",75.5,5229.45,No
1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",21.05,139.75,No
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",84.9,5785.65,No
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,"One year",Yes,"Electronic check",55.35,2633.95,No
4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,498.1,No
9746-MDMBK,Male,0,Yes,Yes,47,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",113.45,5317.8,No
4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.6,763.1,No
8075-GXIUB,Male,1,Yes,No,9,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.85,183.15,No
7277-KAMWT,Male,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20,268.45,No
7878-JGDKK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",44.55,220.75,No
5681-LLOEI,Male,0,Yes,Yes,43,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",91.25,4013.8,No
6383-ZTSIW,Female,1,Yes,No,39,Yes,No,"Fiber optic",Yes,Yes,No,No,Yes,Yes,"One year",No,"Mailed check",99.1,3877.95,No
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.3,918.75,No
8644-XYTSV,Male,0,Yes,No,42,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",40.15,1626.05,No
0384-LPITE,Male,0,No,No,40,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",62.05,2511.55,No
1475-VWVDO,Male,0,No,No,7,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",74.9,490.55,No
2259-OUUSZ,Male,0,No,No,7,No,"No phone service",DSL,No,No,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",35.5,249.55,No
3055-OYMSE,Female,1,No,No,53,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.8,4003.85,No
1101-SSWAG,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",51.1,711.15,No
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.75,19.75,No
4537-DKTAL,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",45.55,84.4,No
8582-KRHPJ,Male,0,No,No,50,No,"No phone service",DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",35,1782.4,No
8792-AOROI,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,"Two year",No,"Mailed check",65.5,564.35,No
7572-KPVKK,Male,0,No,Yes,62,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",104.05,6590.5,No
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,"Two year",Yes,"Credit card (automatic)",59.9,3505.1,No
8909-BOLNL,Male,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",21.2,52.05,No
3146-JTQHR,Male,0,Yes,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.6,189.45,No
3458-IDMFK,Male,0,No,No,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.75,499.4,No
9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",26.3,1763.55,No
3744-ZBHON,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.2,65.95,No
2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",95.1,4060.55,No
6223-DHJGV,Female,0,No,No,42,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",20.65,958.1,No
0928-JMXNP,Male,1,Yes,No,4,No,"No phone service",DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",29.9,118.25,No
2194-IIQOF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",89.3,6388.65,No
0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",26.4,121.25,No
9018-PCIOK,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,"Two year",Yes,"Mailed check",64.75,3617.1,No
3374-PZLXD,Male,0,No,No,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.7,675.6,No
8033-ATFAS,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,"Mailed check",59.85,2341.5,No
9272-LSVYH,Male,0,No,No,10,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.15,735.5,No
6120-RJKLU,Female,1,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",79.95,4819.75,No
7801-CEDNV,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,"One year",No,"Credit card (automatic)",48.7,1421.75,No
9350-ZXYJC,Female,0,No,No,4,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.3,116.95,No
5906-DVAPM,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",75,4213.9,No
5447-WZAFP,Female,0,No,No,53,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Mailed check",100.3,5200.8,No
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",104.5,5068.05,No
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"Two year",No,"Bank transfer (automatic)",69.85,4003,No
3976-HXHCE,Male,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.3,1414.8,No
6507-DTJZV,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",66.4,831.75,No
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",25.4,25.4,No
1093-YSWCA,Male,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.55,223.15,No
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",87.2,4345,No
1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Electronic check",78.45,5333.35,No
6719-OXYBR,Male,0,No,No,15,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,No,"Electronic check",85.3,1219.85,No
9822-WMWVG,Female,0,No,No,41,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",106.5,4282.4,No
8878-RYUKI,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",59.45,3043.7,No
3717-OEAUQ,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.7,129.2,No
1074-WVEVG,Female,0,Yes,No,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.35,1267,No
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",55.3,238.5,No
3557-HTYWR,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,"Two year",No,"Mailed check",74.05,3496.3,No
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",24.95,280.4,No
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.8,1397.65,No
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",24.65,471.35,No
7998-WNZEM,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",80.6,5708.2,No
4137-JOPHL,Female,0,No,No,50,Yes,No,"Fiber optic",No,No,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",89.7,4304.5,No
8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,"Fiber optic",Yes,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",84.55,3713.95,No
4139-DETXS,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",64.45,4528,No
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,"Bank transfer (automatic)",81.75,2028.8,No
3244-CQPHU,Female,1,No,No,72,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110.1,7746.7,No
1347-KTTTA,Male,0,Yes,No,64,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",102.45,6654.1,No
7673-BQGKU,Female,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.15,1337.5,No
9769-TSBZE,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"Two year",No,"Electronic check",66,4891.5,No
7029-IJEJK,Female,0,No,No,54,No,"No phone service",DSL,Yes,No,No,Yes,No,Yes,"One year",No,"Bank transfer (automatic)",44.1,2369.7,No
7161-DFHUF,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",23.85,1672.1,No
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,"One year",No,"Electronic check",78.4,1832.4,No
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",69.5,1071.4,No
9003-CPATH,Male,0,No,No,42,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",79.9,3313.4,No
4329-YPDDQ,Male,0,No,No,20,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",108.2,2203.7,No
7190-XHTWJ,Female,0,No,No,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.3,755.5,No
9764-REAFF,Female,0,Yes,No,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",18.4,1057.85,No
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"One year",Yes,"Mailed check",57.75,1282.85,No
4480-MBMLB,Female,0,No,No,36,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",104.8,3886.45,No
4059-IIEBK,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",78.55,522.95,No
0164-APGRB,Female,0,No,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",114.9,8496.7,No
7544-ZVIKX,Male,0,Yes,Yes,58,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.05,6004.85,No
5542-TBBWB,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.9,69.9,No
2988-GBIVW,Female,1,Yes,No,70,Yes,Yes,"Fiber optic",Yes,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",90.85,6470.1,No
5605-IYGFG,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.85,515.45,No
9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Electronic check",58.35,1346.9,No
1872-EBWSC,Female,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.35,617.35,No
9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,"One year",Yes,"Mailed check",61.95,1070.7,No
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,452.2,No
8008-ESFLK,Female,0,Yes,No,53,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",110.5,5835.5,No
3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,"Two year",No,"Mailed check",55.25,1924.1,No
3078-ZKNTS,Female,0,Yes,Yes,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",19.75,246.7,No
6723-CEGQI,Female,0,No,Yes,65,No,"No phone service",DSL,No,Yes,No,Yes,Yes,No,"Two year",No,"Mailed check",45.25,2933.95,No
2817-LVCPP,Female,0,No,No,50,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.4,1023.95,No
6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Credit card (automatic)",57.2,1423.35,No
3878-AVSOQ,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.25,71.25,No
2192-CKRLV,Female,0,Yes,No,72,No,"No phone service",DSL,Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Electronic check",49.2,3580.95,No
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",49.85,865.75,No
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",60.55,1982.6,No
2933-XEUJM,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"Two year",No,"Mailed check",79.2,3593.8,No
3298-QEICA,Female,0,Yes,Yes,23,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",34.6,813.45,No
5919-VCZYM,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.05,42.7,No
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",20.15,682.15,No
5996-DAOQL,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.45,20.45,No
8328-SKJNO,Male,0,No,Yes,23,No,"No phone service",DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",40.65,947.4,No
4065-JJAVA,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",49.5,49.5,No
4393-GEADV,Male,0,Yes,Yes,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",114.75,7842.3,No
4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",49.85,1336.15,No
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49.8,1049.05,No
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Mailed check",44.6,681.4,No
1776-SPBWV,Female,0,Yes,Yes,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",20.1,682.1,No
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.65,225.75,No
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.6,426.65,No
1709-EJDOX,Female,0,Yes,Yes,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,948.9,No
4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",25.6,917.15,No
5451-YHYPW,Female,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",115.75,8443.7,No
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",25.4,1139.2,No
8851-RAGOV,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Mailed check",71.05,1837.7,No
8040-MNRTF,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",71.1,71.1,No
0946-FKYTX,Male,0,No,No,52,No,"No phone service",DSL,No,Yes,No,No,No,No,"One year",No,"Mailed check",30.1,1623.4,No
9050-IKDZA,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Mailed check",81.5,162.55,No
4680-KUTAJ,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",55.6,580.8,No
7797-EJMDP,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,"Bank transfer (automatic)",66.05,574.5,No
5197-PYEPU,Female,0,Yes,Yes,42,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.45,3923.8,No
